学生姓名,专业,年级,性别,过程考核1,过程考核2,过程考核3,出勤1,出勤2,出勤3,出勤率,小组作业1,小组作业2,平时成绩,期末考试,综合成绩,学习投入度,成绩稳定性,综合能力
马红梅,电子信息工程,3,男,67,66,98,1,1,1,100.0,89,84,86.35,86,86.1,89.05,18.193405398660254,86.14
赵霞,计算机科学与技术,2,女,95,82,76,1,1,1,100.0,83,85,87.3,64,70.99,90.5,9.71253485622231,73.32
田丽娟,计算机科学与技术,1,男,100,97,91,1,1,1,100.0,75,72,85.55,92,90.06,90.85,4.58257569495584,89.41999999999999
姜桂芝,金融学,4,女,85,67,75,1,1,1,100.0,97,87,88.7,99,95.91,90.3,9.018499505645789,94.88
卢莉,会计学,4,男,62,61,94,1,0,1,66.67,98,84,80.53,98,92.76,75.668,18.77054430040145,91.012
王海燕,会计学,2,女,71,84,86,1,1,1,100.0,100,100,94.1,93,93.33,94.1,8.144527815247079,93.44
张佳,会计学,1,女,70,71,85,1,1,0,66.67,91,90,81.18,73,75.45,76.418,8.386497083606084,76.27199999999999
刘瑜,计算机科学与技术,1,女,97,97,69,1,1,1,100.0,76,92,88.3,82,83.89,91.5,16.165807537309522,84.52
李金凤,英语,3,男,69,81,97,1,1,0,66.67,76,92,80.03,67,70.91,76.568,14.047538337136986,72.21199999999999
刘小红,英语,1,女,84,92,83,1,1,1,100.0,88,71,85.65,96,92.89,89.75,4.932882862316247,91.86
安凤英,英语,1,女,72,97,65,0,1,1,66.67,72,93,77.98,76,76.59,74.818,16.822603841260722,76.792
李成,英语,3,女,62,75,78,0,1,1,66.67,73,86,74.58,78,76.97,72.018,8.504900548115382,76.632
张丹丹,计算机科学与技术,1,男,88,97,76,1,1,1,100.0,75,75,83.6,97,92.98,88.6,10.535653752852738,91.63999999999999
顾伟,电子信息工程,4,女,99,100,74,1,1,1,100.0,91,94,93.55,66,74.26,95.05,14.730919862656235,77.02000000000001
江云,会计学,4,女,99,88,97,1,1,1,100.0,82,82,89.4,62,70.22,93.0,5.859465277082315,72.96000000000001
黄雪,会计学,4,女,92,63,88,1,1,1,100.0,71,74,80.55,73,75.26,86.05,15.716233645501712,76.02
刘秀云,会计学,2,女,62,81,89,1,1,1,100.0,82,89,85.95,79,81.08,88.85,13.868429375143148,81.78
曹坤,英语,2,女,100,93,87,1,0,1,66.67,78,76,79.83,88,85.55,77.768,6.506407098647712,84.732
霍欢,会计学,4,男,92,86,82,1,1,1,100.0,95,91,92.5,63,71.85,93.9,5.033222956847167,74.8
陈峰,英语,2,男,60,65,92,0,1,1,66.67,88,83,77.78,84,82.13,74.018,17.21433511156714,81.512
阙莹,金融学,2,女,89,76,81,1,1,1,100.0,96,70,86.1,95,92.33,89.5,6.557438524302,91.44
许玲,金融学,2,男,66,79,68,0,0,1,33.33,93,96,75.22,94,88.37,62.982,7.0,86.488
姜秀荣,计算机科学与技术,1,女,71,61,86,1,1,1,100.0,97,75,84.8,65,70.94,87.6,12.583057392117915,72.92
张波,电子信息工程,3,男,60,86,85,1,0,1,66.67,98,75,79.68,93,89.0,75.718,14.730919862656235,87.672
王燕,计算机科学与技术,2,男,74,100,65,1,1,1,100.0,97,90,90.65,88,88.79,91.95,18.175074506954115,89.06
谢桂珍,金融学,1,女,85,98,81,1,1,1,100.0,92,78,88.9,86,86.87,91.9,8.888194417315589,87.16
刘秀华,金融学,1,男,89,94,97,1,1,0,66.67,76,99,85.08,69,73.82,80.918,4.041451884327381,75.432
李玉华,电子信息工程,1,男,66,64,78,0,1,1,66.67,84,87,76.88,61,65.76,73.118,7.571877794400365,67.352
孙志强,电子信息工程,4,男,84,96,73,1,1,1,100.0,76,89,86.55,96,93.16,90.05,11.503622617824933,92.22
刘雪,金融学,2,男,96,71,84,1,1,1,100.0,94,76,87.6,100,96.28,90.6,12.503332889007368,95.03999999999999
杨琳,电子信息工程,4,女,85,70,69,1,1,1,100.0,74,75,79.65,65,69.4,84.75,8.962886439832502,70.86
唐燕,会计学,2,男,74,93,63,1,1,1,100.0,70,98,85.0,80,81.5,88.2,15.176736583776282,82.0
石燕,金融学,2,男,67,95,63,1,1,1,100.0,77,76,80.75,62,67.62,85.45,17.435595774162696,69.5
何雪,会计学,3,男,93,60,71,1,0,0,33.33,97,94,76.82,61,65.75,64.382,16.802777548171413,67.328
蔡淑兰,英语,4,女,97,97,84,1,1,1,100.0,86,72,87.3,90,89.19,91.5,7.505553499465135,88.92
覃华,电子信息工程,3,男,75,86,65,1,1,1,100.0,84,73,81.85,94,90.35,86.14999999999999,10.503967504392488,89.14
文婷婷,英语,4,女,79,95,89,1,1,1,100.0,92,83,90.05,100,97.02,92.55,8.082903768654761,96.02000000000001
张玲,会计学,4,男,65,94,91,0,1,1,66.67,77,70,75.08,64,67.32,73.718,15.947831618540913,68.432
宋敏,计算机科学与技术,3,女,72,92,76,1,1,1,100.0,96,84,89.0,74,78.5,91.0,10.583005244258363,80.0
栾璐,会计学,4,女,95,65,77,0,1,0,33.33,97,95,78.37,76,76.71,65.832,15.0996688705415,76.94800000000001
陈英,金融学,4,女,76,94,98,1,0,1,66.67,80,73,78.38,68,71.11,76.418,11.718930554164631,72.152
黄博,英语,3,女,79,72,74,1,1,1,100.0,73,73,79.0,92,88.1,84.4,3.605551275463989,86.8
宋鑫,会计学,3,男,70,79,72,0,1,0,33.33,98,92,76.27,94,88.68,63.932,4.725815626252608,86.908
谢俊,电子信息工程,4,男,64,62,84,0,1,1,66.67,100,75,78.08,63,67.52,73.918,12.165525060596439,69.032
王丽娟,计算机科学与技术,1,男,68,88,93,1,1,1,100.0,74,79,83.15,87,85.84,87.85000000000001,13.228756555322953,85.46000000000001
文玉珍,会计学,2,女,73,89,95,1,1,1,100.0,84,70,84.2,80,81.26,88.8,11.372481406154654,81.68
卢梅,金融学,2,男,75,81,96,1,1,1,100.0,91,77,87.2,62,69.56,90.4,10.816653826391969,72.08
姜凤兰,计算机科学与技术,1,女,64,75,100,1,0,1,66.67,99,89,84.23,69,73.57,78.768,18.448125469362285,75.092
张丽娟,会计学,3,女,79,89,94,0,1,1,66.67,86,90,83.53,97,92.96,79.268,7.637626158259734,91.612
刘刚,会计学,2,女,88,97,96,1,1,1,100.0,81,84,89.35,84,85.6,92.85,4.932882862316247,86.14
林云,英语,1,女,92,83,76,1,1,0,66.67,96,80,82.43,65,70.23,78.168,8.020806277010642,71.97200000000001
刘婷婷,电子信息工程,1,女,69,92,67,1,1,1,100.0,70,98,84.8,78,80.04,88.0,13.892443989449804,80.72
林淑珍,会计学,2,男,60,98,64,0,1,1,66.67,79,85,76.53,70,71.96,73.468,20.8806130178211,72.612
刘佳,英语,1,女,68,95,93,1,1,1,100.0,87,98,91.85,82,84.96,93.35,15.044378795195676,85.94
薛杰,会计学,4,女,61,81,94,0,1,1,66.67,92,97,84.18,93,90.35,78.618,16.62327685305558,89.47200000000001
蔡雪梅,电子信息工程,4,女,72,92,61,0,1,1,66.67,89,73,76.33,92,87.3,73.468,15.716233645501712,85.732
杨坤,电子信息工程,1,男,65,93,69,0,1,1,66.67,96,96,84.03,94,91.01,78.168,15.143755588800731,90.012
陈桂香,会计学,2,男,96,64,83,1,1,1,100.0,100,85,90.55,90,90.16,92.05,16.09347693943108,90.22
王丽,金融学,4,男,95,71,68,1,1,1,100.0,99,81,88.4,74,78.32,90.4,14.798648586948742,79.76
曲秀华,计算机科学与技术,3,女,83,98,73,1,1,1,100.0,71,83,83.9,64,69.97,88.5,12.583057392117915,71.96000000000001
杨瑜,计算机科学与技术,2,男,86,88,89,1,1,1,100.0,92,78,88.8,92,91.04,91.8,1.5275252316519465,90.72
廖秀英,计算机科学与技术,1,女,99,99,97,1,1,1,100.0,98,88,96.0,100,98.8,97.4,1.1547005383792517,98.4
周秀云,会计学,1,女,87,81,66,0,1,0,33.33,80,70,67.57,93,85.37,59.232,10.816653826391969,82.828
侯彬,金融学,4,男,86,94,91,1,1,1,100.0,82,71,85.35,85,85.1,90.05,4.041451884327381,85.14
李琴,会计学,4,女,60,81,83,1,1,1,100.0,88,94,87.9,98,94.97,89.7,12.741009902410928,93.96000000000001
郭文,会计学,2,女,69,97,70,0,1,1,66.67,86,89,80.68,99,93.5,76.518,15.885003409925142,91.672
徐红梅,金融学,2,男,78,87,97,1,1,0,66.67,96,98,88.03,94,92.21,81.968,9.50438495292217,91.612
何桂芝,会计学,4,女,88,66,72,1,1,1,100.0,97,79,86.6,70,74.98,89.0,11.372481406154654,76.64
唐秀兰,会计学,2,女,70,67,61,1,1,1,100.0,94,85,84.55,95,91.86,86.64999999999999,4.58257569495584,90.82
张瑞,金融学,4,女,94,62,69,1,0,1,66.67,70,82,73.83,61,64.85,71.968,16.822603841260722,66.132
王芳,英语,3,女,65,94,60,0,1,0,33.33,76,94,71.07,84,80.12,60.732,18.35755975068582,78.828
文强,计算机科学与技术,1,女,85,69,67,1,1,1,100.0,70,90,82.1,87,85.53,86.1,9.865765724632494,85.03999999999999
程辉,会计学,2,女,94,80,63,1,1,1,100.0,80,74,82.2,83,82.76,86.8,15.524174696260024,82.68
林洋,计算机科学与技术,3,女,86,70,62,1,0,1,66.67,82,83,76.38,76,76.11,73.218,12.220201853215572,76.152
徐璐,会计学,3,女,94,86,73,1,1,1,100.0,78,77,84.05,69,73.52,88.55,10.598742063723098,75.02
杨静,电子信息工程,3,男,90,82,90,1,1,0,66.67,99,99,89.03,94,92.51,82.568,4.618802153517006,92.012
宋建华,金融学,1,女,83,74,100,1,1,1,100.0,80,80,85.7,80,81.71,89.7,13.203534880225572,82.28
龚东,英语,4,女,81,89,86,1,1,1,100.0,100,96,94.6,80,84.38,95.0,4.041451884327381,85.84
杜桂英,电子信息工程,1,男,69,70,63,1,1,1,100.0,73,97,82.7,60,66.81,85.7,3.7859388972001824,69.08000000000001
王宁,计算机科学与技术,1,男,65,92,97,1,1,1,100.0,72,87,85.15,88,87.14,89.25,17.21433511156714,86.86
裴冬梅,英语,2,女,81,77,70,1,1,1,100.0,94,85,87.55,97,94.16,89.64999999999999,5.5677643628300215,93.22
陈凤英,会计学,1,女,83,92,67,1,1,1,100.0,70,82,82.2,91,88.36,87.0,12.662279942148386,87.48
王冬梅,计算机科学与技术,3,男,81,82,86,1,1,1,100.0,93,81,88.4,78,81.12,91.0,2.6457513110645907,82.16
崔柳,电子信息工程,4,男,80,95,61,1,1,1,100.0,85,71,82.6,78,79.38,87.0,17.039170558842745,79.84
曲莉,计算机科学与技术,3,女,91,88,80,1,1,1,100.0,72,80,83.9,62,68.57,88.7,5.686240703077327,70.75999999999999
白桂兰,金融学,4,女,76,66,73,1,1,1,100.0,75,79,80.0,62,67.4,84.6,5.131601439446884,69.19999999999999
程丽丽,电子信息工程,1,女,70,66,68,1,1,1,100.0,93,98,88.15,94,92.24,89.05,2.0,91.66
张柳,会计学,1,男,93,69,87,1,1,1,100.0,83,92,88.65,89,88.9,91.15,12.489995996796797,88.86
麦丽娟,计算机科学与技术,3,男,89,65,74,1,1,1,100.0,75,78,81.05,89,86.62,85.75,12.12435565298214,85.82
裴志强,会计学,4,女,81,87,63,1,1,1,100.0,91,97,90.1,67,73.93,91.3,12.489995996796797,76.24
裴军,英语,1,女,91,61,64,1,1,1,100.0,96,72,83.6,91,88.78,86.8,16.522711641858304,88.03999999999999
赵丽,英语,3,男,60,86,88,1,1,0,66.67,72,92,77.73,68,70.92,74.66799999999999,15.620499351813308,71.892
刘丽华,计算机科学与技术,2,女,79,74,100,1,1,1,100.0,96,91,92.05,90,90.62,93.35,13.796134724383252,90.82
曾建华,电子信息工程,4,男,76,94,80,1,1,1,100.0,86,94,90.0,96,94.2,92.0,9.451631252505218,93.6
杨秀芳,会计学,1,男,84,74,89,0,1,1,66.67,93,92,84.28,69,73.58,79.118,7.637626158259734,75.112
王亮,金融学,4,男,79,79,74,1,1,1,100.0,93,97,90.7,86,87.41,91.7,2.8867513459481287,87.88
曾雪梅,电子信息工程,1,男,65,93,60,1,0,1,66.67,98,78,79.13,69,72.04,74.868,17.7857620959388,73.05199999999999
王龙,计算机科学与技术,4,男,67,71,82,1,1,1,100.0,88,90,86.5,96,93.15,88.7,7.767453465154029,92.19999999999999
王霞,会计学,4,女,65,80,67,1,1,1,100.0,91,95,87.7,61,69.01,89.1,8.144527815247077,71.68
吴雷,英语,3,女,96,61,65,1,1,1,100.0,72,94,83.7,75,77.61,87.1,19.157244060668017,78.48
孙桂英,金融学,4,男,61,64,62,1,1,1,100.0,97,79,82.7,65,70.31,85.1,1.5275252316519468,72.08000000000001
颜洁,金融学,1,女,93,77,83,1,1,1,100.0,96,89,91.55,95,93.96,93.05,8.082903768654761,93.62
黄坤,计算机科学与技术,2,女,69,89,72,1,1,1,100.0,97,91,90.0,80,83.0,91.2,10.785793124908958,84.0
朱红霞,英语,4,女,84,61,80,0,1,1,66.67,78,80,75.33,68,70.2,72.86800000000001,12.288205727444508,70.932
秦莹,计算机科学与技术,2,男,88,70,73,1,1,1,100.0,86,88,86.6,79,81.28,89.19999999999999,9.643650760992955,82.03999999999999
李鑫,计算机科学与技术,1,男,94,60,76,1,1,1,100.0,82,96,87.5,100,96.25,89.7,17.009801096230767,95.0
游金凤,电子信息工程,2,男,86,92,100,1,1,0,66.67,96,73,83.38,86,85.21,79.818,7.023769168568492,84.952
钟俊,金融学,4,男,67,62,75,1,1,0,66.67,77,87,74.73,89,84.72,71.66799999999999,6.557438524302,83.292
沈桂荣,英语,4,男,95,93,66,1,0,1,66.67,100,85,84.98,66,71.69,79.81800000000001,16.19670748434179,73.59200000000001
张建国,英语,1,女,87,97,87,1,1,1,100.0,75,87,87.6,83,84.38,91.39999999999999,5.773502691896257,84.84
黎霞,会计学,2,女,100,84,86,1,1,1,100.0,91,95,93.5,69,76.35,94.9,8.717797887081348,78.8
徐东,英语,1,男,69,79,93,1,1,1,100.0,79,87,85.6,61,68.38,89.0,12.055427546683417,70.84
叶小红,电子信息工程,2,女,79,77,93,1,1,1,100.0,77,85,85.4,95,92.12,89.2,8.717797887081348,91.16
王婷婷,计算机科学与技术,3,女,80,94,68,1,0,1,66.67,90,73,78.28,82,80.88,75.318,13.012814197295423,80.512
苑莉,电子信息工程,1,男,83,73,88,1,1,1,100.0,80,97,88.65,81,83.3,90.95,7.637626158259734,84.06
魏瑞,英语,1,男,90,90,71,1,1,1,100.0,94,80,88.6,94,92.38,91.19999999999999,10.969655114602888,91.84
王桂香,计算机科学与技术,4,女,92,63,99,1,1,1,100.0,78,70,82.4,65,70.22,87.60000000000001,19.087517736293876,71.96000000000001
戴鑫,英语,2,女,71,86,61,1,1,1,100.0,83,86,84.05,71,74.91,87.14999999999999,12.583057392117915,76.22
陈桂珍,电子信息工程,2,男,68,99,83,0,1,1,66.67,98,74,81.33,63,68.5,77.468,15.50268793897798,70.332
梁想,电子信息工程,1,女,68,60,63,0,1,1,66.67,70,82,70.43,81,77.83,68.568,4.041451884327381,76.772
李博,计算机科学与技术,3,男,97,90,75,1,1,0,66.67,99,78,83.78,69,73.43,79.418,11.239810200058244,74.912
王艳,英语,4,男,78,97,78,1,1,1,100.0,86,90,89.3,69,75.09,91.69999999999999,10.96965511460289,77.12
李杰,英语,3,女,92,86,62,1,1,1,100.0,70,70,79.0,74,75.5,85.0,15.874507866387544,76.0
胡建军,电子信息工程,3,男,72,88,87,1,1,1,100.0,83,84,86.45,68,73.54,89.75,8.962886439832502,75.38
郭平,计算机科学与技术,2,男,80,90,81,1,1,1,100.0,98,89,91.85,60,69.55,93.14999999999999,5.507570547286101,72.74000000000001
孙婷婷,电子信息工程,3,男,85,61,94,1,1,1,100.0,94,73,85.75,64,70.52,89.05,17.05872210923198,72.7
陈玲,金融学,3,女,66,73,77,1,1,1,100.0,82,95,85.85,78,80.35,88.14999999999999,5.5677643628300215,81.13999999999999
陈坤,会计学,2,男,78,79,86,1,1,1,100.0,73,91,85.3,76,78.79,88.89999999999999,4.358898943540674,79.72
严阳,金融学,4,女,63,98,80,1,1,1,100.0,90,98,91.1,76,80.53,92.3,17.502380790433435,82.03999999999999
刘宁,金融学,2,男,72,92,74,0,1,1,66.67,84,95,81.88,63,68.66,77.318,11.015141094572204,70.55199999999999
黄坤,会计学,1,男,86,65,61,1,1,1,100.0,84,94,85.7,80,81.71,87.9,13.428824718989123,82.28
马林,会计学,2,男,78,94,71,1,1,1,100.0,91,97,91.3,97,95.29,92.5,11.789826122551595,94.72
方冬梅,电子信息工程,1,男,62,86,75,1,0,1,66.67,83,89,78.63,97,91.49,74.768,12.013880860626733,89.65199999999999
黄宇,英语,1,女,92,87,79,1,1,1,100.0,92,80,88.8,61,69.34,91.6,6.557438524302,72.12
李雪梅,计算机科学与技术,4,男,85,83,99,1,1,1,100.0,74,80,85.2,69,73.86,89.8,8.717797887081348,75.48
王欣,金融学,2,男,93,68,98,1,1,1,100.0,73,91,86.9,99,95.37,90.5,16.072751268321593,94.16
吴秀芳,金融学,1,男,88,68,79,1,1,1,100.0,95,74,85.75,80,81.72,88.85,10.016652800877813,82.30000000000001
张建军,会计学,4,男,85,84,80,1,1,1,100.0,74,80,83.4,97,92.92,88.0,2.6457513110645907,91.56
蔡玲,金融学,3,男,89,66,89,1,1,1,100.0,78,75,82.65,100,94.8,87.35000000000001,13.279056191361391,93.06
宋宇,会计学,1,女,85,60,78,1,1,1,100.0,99,81,87.3,70,75.19,89.3,12.897028081435401,76.92
张桂芝,计算机科学与技术,3,男,82,64,99,1,1,1,100.0,93,79,87.5,91,89.95,90.3,17.50238079043344,89.6
周成,电子信息工程,1,女,85,67,91,1,1,1,100.0,85,84,86.55,88,87.56,89.64999999999999,12.489995996796797,87.41999999999999
王想,会计学,3,男,81,64,68,1,1,1,100.0,88,100,88.3,72,76.89,89.5,8.888194417315589,78.52
王雪梅,会计学,2,女,96,79,80,1,1,0,66.67,90,86,82.83,95,91.35,78.56800000000001,9.539392014169456,90.132
马婷,电子信息工程,2,男,67,95,80,1,1,1,100.0,93,85,88.7,79,81.91,90.9,14.011899704655802,82.88
赵辉,英语,1,女,66,71,98,1,1,1,100.0,94,94,90.5,87,88.05,91.7,17.21433511156714,88.4
陈建平,金融学,1,男,65,76,73,0,1,1,66.67,91,90,79.98,77,77.89,75.21799999999999,5.686240703077327,78.19200000000001
张秀芳,金融学,3,女,98,66,74,1,1,1,100.0,85,91,87.8,73,77.44,90.19999999999999,16.65332799572906,78.91999999999999
刘秀芳,计算机科学与技术,3,男,66,70,87,1,1,1,100.0,72,91,83.05,76,78.11,86.75,11.150485789118488,78.82
何佳,电子信息工程,2,男,64,61,63,1,0,1,66.67,95,85,77.13,78,77.74,72.468,1.5275252316519465,77.652
吴建华,会计学,3,女,80,73,93,1,1,1,100.0,99,91,92.1,93,92.73,93.1,10.14889156509222,92.63999999999999
黄莹,会计学,4,男,65,92,77,1,1,1,100.0,85,81,84.9,66,71.67,88.3,13.527749258468683,73.56
吴帅,会计学,3,女,83,85,63,1,1,1,100.0,82,81,83.85,96,92.35,87.55,12.165525060596439,91.13999999999999
温秀荣,英语,1,男,64,72,82,0,0,0,0.0,90,97,68.55,72,70.96,49.85,9.018499505645789,70.62
邵雪梅,金融学,4,女,84,84,64,1,1,0,66.67,77,94,79.28,74,75.58,75.518,11.547005383792516,76.112
姜鹏,会计学,2,女,86,83,78,1,1,1,100.0,83,70,82.95,60,66.89,87.65,4.041451884327381,69.18
孙倩,会计学,3,男,64,91,77,1,1,1,100.0,94,83,87.45,85,85.73,89.75,13.503086067019394,85.98
徐桂香,计算机科学与技术,3,男,93,94,92,1,1,1,100.0,94,80,91.4,97,95.32,94.0,1.0,94.75999999999999
袁小红,电子信息工程,1,女,95,98,94,1,1,1,100.0,90,77,90.45,88,88.74,93.75,2.081665999466133,88.97999999999999
吴建平,英语,2,女,99,71,60,1,1,1,100.0,92,93,89.25,92,91.17,90.75,20.108041509140897,90.9
赵洋,英语,3,男,77,80,93,1,1,1,100.0,78,73,82.75,61,67.52,87.65,8.504900548115383,69.7
孟宇,英语,4,女,65,60,99,1,1,1,100.0,100,75,86.15,61,68.54,88.65,21.221058723196006,71.06
陈成,计算机科学与技术,4,男,90,82,94,0,1,0,33.33,95,73,75.27,72,72.98,65.132,6.110100926607786,73.30799999999999
马淑华,计算机科学与技术,4,男,77,84,63,1,1,1,100.0,92,83,86.15,88,87.44,88.65,10.692676621563626,87.25999999999999
杨文,英语,2,女,100,69,63,1,1,1,100.0,90,75,84.45,100,95.34,87.95,19.857828011475306,93.78
杨秀云,英语,1,男,69,82,71,1,1,1,100.0,98,87,88.45,66,72.74,89.95,7.0,74.98
蒋静,英语,2,男,77,88,79,1,1,1,100.0,80,97,88.65,83,84.7,90.95,5.8594652770823155,85.25999999999999
张晶,计算机科学与技术,3,女,98,76,75,1,1,1,100.0,87,92,89.65,72,77.3,91.75,13.0,79.06
吴斌,计算机科学与技术,1,女,63,64,98,1,1,1,100.0,81,76,81.75,80,80.53,86.05,19.924858845171276,80.7
丁杰,计算机科学与技术,4,男,84,85,94,1,1,1,100.0,75,84,86.05,62,69.22,90.14999999999999,5.507570547286102,71.62
吴桂荣,会计学,1,男,100,73,71,1,1,0,66.67,73,80,75.98,89,85.09,74.018,16.19670748434179,83.792
牟琳,金融学,2,女,96,89,75,1,1,0,66.67,85,84,81.58,62,67.87,78.018,10.692676621563626,69.832
吕欣,英语,1,男,93,94,75,1,0,1,66.67,86,77,80.28,89,86.38,77.318,10.692676621563628,85.512
杨荣,电子信息工程,3,女,83,75,61,1,1,1,100.0,70,85,80.65,74,76.0,85.15,11.135528725660043,76.66
范兰英,英语,2,女,87,66,61,1,1,1,100.0,84,70,79.9,60,65.97,84.5,13.79613472438325,67.96000000000001
章红梅,计算机科学与技术,3,男,68,97,77,1,1,0,66.67,72,72,73.53,95,88.56,72.468,14.843629385474879,86.412
尹琴,计算机科学与技术,1,女,88,78,67,1,1,1,100.0,97,75,86.3,91,89.59,89.1,10.503967504392486,89.12
叶伟,电子信息工程,4,女,63,71,81,1,1,1,100.0,83,93,85.5,72,76.05,87.9,9.018499505645789,77.4
高英,会计学,1,女,80,84,60,1,1,1,100.0,83,92,86.15,65,71.34,88.65,12.858201014657272,73.46000000000001
黄帆,计算机科学与技术,4,女,62,70,81,1,1,0,66.67,85,78,75.38,80,78.61,72.418,9.539392014169456,78.152
马静,会计学,1,男,92,62,70,0,1,1,66.67,100,73,78.98,92,88.09,75.018,15.53490693030806,86.792
王红梅,英语,4,女,73,75,96,1,1,1,100.0,96,92,91.4,68,75.02,92.60000000000001,12.741009902410928,77.36
王倩,会计学,3,男,61,95,73,1,1,1,100.0,91,98,90.15,99,96.34,91.25,17.243356208503418,95.46000000000001
宋欣,电子信息工程,2,男,83,94,75,1,1,1,100.0,80,86,86.7,75,78.51,90.1,9.539392014169456,79.68
王旭,计算机科学与技术,1,男,96,88,63,1,1,1,100.0,82,82,85.7,68,73.31,89.3,17.214335111567145,75.08
何涛,英语,4,女,99,84,62,1,1,1,100.0,87,70,83.75,72,75.53,88.05,18.610033136277146,76.69999999999999
王帅,金融学,3,男,84,68,93,1,1,1,100.0,71,81,82.5,75,77.25,87.3,12.662279942148386,78.0
刘莉,计算机科学与技术,3,男,74,75,80,1,1,1,100.0,81,76,82.15,78,79.24,86.45,3.214550253664318,79.66
杨秀梅,金融学,3,男,79,97,86,1,1,1,100.0,96,88,92.2,61,70.36,93.8,9.073771725877467,73.48
李慧,英语,3,男,75,68,83,1,1,1,100.0,94,76,85.1,73,76.63,88.1,7.505553499465135,77.84
陈婷婷,电子信息工程,1,男,97,73,63,1,1,1,100.0,73,80,81.55,95,90.96,86.25,17.47378989610821,89.62
王秀云,电子信息工程,1,女,65,66,83,1,1,1,100.0,95,100,90.15,64,71.84,90.65,10.115993936995679,74.46000000000001
谢秀芳,计算机科学与技术,3,男,78,62,76,0,1,1,66.67,72,74,71.43,95,87.93,70.168,8.717797887081348,85.572
蔡莉,计算机科学与技术,4,女,83,66,77,1,1,1,100.0,87,81,84.6,68,72.98,87.8,8.621678104251709,74.63999999999999
钟涛,会计学,1,女,70,80,86,1,1,1,100.0,98,84,89.1,60,68.73,90.9,8.082903768654761,71.64
王慧,英语,3,男,88,98,84,1,0,1,66.67,96,82,84.83,79,80.75,80.36800000000001,7.211102550927978,81.332
张桂芳,计算机科学与技术,3,男,72,100,93,1,1,1,100.0,79,89,88.5,95,93.05,91.7,14.571661996262929,92.4
杨冬梅,会计学,3,男,70,97,65,1,1,1,100.0,86,95,88.45,95,93.04,90.35,17.21433511156714,92.38
孙宁,计算机科学与技术,3,女,93,90,96,1,1,1,100.0,73,78,85.65,80,81.69,90.55000000000001,3.0,82.26
罗静,金融学,2,女,66,60,68,1,1,1,100.0,85,88,82.65,70,73.8,85.35000000000001,4.163331998932266,75.06
冯荣,金融学,3,女,68,93,67,1,1,1,100.0,82,98,87.8,69,74.64,89.8,14.730919862656235,76.52
彭桂英,金融学,4,女,87,77,92,1,1,1,100.0,98,85,91.35,75,79.9,93.05,7.637626158259734,81.53999999999999
莫成,计算机科学与技术,2,女,69,81,67,1,1,1,100.0,85,71,80.7,80,80.21,85.1,7.571877794400366,80.28
李桂荣,会计学,2,男,93,97,80,1,1,1,100.0,71,81,85.0,69,73.8,89.8,8.888194417315589,75.4
赵玲,会计学,1,男,69,90,87,1,1,1,100.0,98,95,92.85,86,88.06,93.55,11.357816691600547,88.74000000000001
赵浩,英语,2,女,88,64,90,1,1,1,100.0,74,75,81.45,71,74.13,86.55,14.468356276140472,75.18
杨云,计算机科学与技术,2,女,90,89,69,1,1,1,100.0,96,70,86.3,76,79.09,89.69999999999999,11.846237095944574,80.12
王洋,金融学,4,女,71,99,67,1,1,1,100.0,99,82,88.95,89,88.98,90.85,17.435595774162696,88.98
张勇,计算机科学与技术,1,男,76,79,79,1,1,1,100.0,98,76,86.9,86,86.27,89.5,1.7320508075688772,86.36000000000001
魏芳,电子信息工程,4,男,100,94,89,1,1,1,100.0,81,73,86.8,100,96.04,91.39999999999999,5.507570547286102,94.72
王亮,电子信息工程,1,男,83,67,95,1,1,1,100.0,89,71,84.5,96,92.55,88.5,14.047538337136984,91.4
江丽华,英语,1,女,91,95,97,1,0,1,66.67,98,100,91.13,81,84.04,84.668,3.055050463303893,85.05199999999999
张瑜,计算机科学与技术,2,男,82,70,62,1,1,1,100.0,94,71,82.65,64,69.6,86.15,10.066445913694334,71.46000000000001
徐萍,计算机科学与技术,3,女,85,98,68,1,1,1,100.0,81,83,86.1,63,69.93,89.69999999999999,15.044378795195676,72.24
蒋华,计算机科学与技术,3,女,84,89,68,1,0,1,66.67,94,99,85.68,63,69.8,79.718,10.96965511460289,72.072
李丽华,计算机科学与技术,3,男,80,75,60,1,1,1,100.0,81,91,84.5,90,88.35,87.3,10.408329997330663,87.80000000000001
颜志强,会计学,3,女,74,64,97,1,1,1,100.0,95,83,88.0,63,70.5,90.2,16.921386861996076,73.0
黄玉,电子信息工程,4,女,65,68,87,1,1,1,100.0,98,87,88.25,74,78.27,89.75,11.930353445448855,79.7
刘旭,计算机科学与技术,3,男,89,96,78,1,0,0,33.33,85,77,73.47,91,85.74,63.932,9.073771725877465,83.988
王淑英,英语,2,女,89,64,62,1,1,1,100.0,80,81,81.75,92,88.92,85.65,15.044378795195676,87.9
徐想,英语,1,男,93,72,62,1,1,1,100.0,83,92,86.45,61,68.63,88.95,15.821925715074425,71.18
刘建华,英语,1,男,84,85,94,1,1,0,66.67,81,73,78.13,77,77.34,76.068,5.507570547286102,77.452
何丹丹,会计学,1,男,74,65,64,1,1,1,100.0,70,88,79.8,68,71.54,84.0,5.507570547286101,72.72
王秀梅,会计学,3,男,83,64,81,1,1,1,100.0,70,84,81.3,77,78.29,85.89999999999999,10.44030650891055,78.72
